"0","1","2","3","4","5","6","7","8"
"AMIK Lembah Dempo","Manajemen Informatika","D-III","02","2446/SK/BAN-PT/Akred/Dipl-III/VII/2019","2019","C","2024-07-16","Masih berlaku"
"IAIN Bengkulu","Tadris IPS","S1","","2437/SK/BAN-PT/Akred/S/VII/2019","2019","B","2024-07-16","Masih berlaku"
"Universitas Alkhairaat","Teknologi Hasil Pertanian","S1","16","2460/SK/BAN-PT/Akred/S/VII/2019","2019","C","2024-07-16","Masih berlaku"
"Institut Agama Islam Negeri Curup","Komunikasi Dan Penyiaran Islam","S1","","2391/SK/BAN-PT/Akred/S/VII/2019","2019","B","2024-07-16","Masih berlaku"
"Universitas Widya Gama","Teknik Informatika","S1","07","2449/SK/BAN-PT/Akred/S/VII/2019","2019","C","2024-07-16","Masih berlaku"
"Universitas Khairun","Agribinis","S1","","2424/SK/BAN-PT/Akred/S/VII/2019","2019","B","2024-07-16","Masih berlaku"
"Universitas Nahdlatul Wathan Mataram","Tafsir Hadits","S1","08","2458/SK/BAN-PT/Akred/S/VII/2019","2019","C","2024-07-16","Masih berlaku"
"Universitas Wijaya Kusuma Purwokerto","Ilmu Hukum","S1","06","2393/SK/BAN-PT/Akred/S/VII/2019","2019","B","2024-07-16","Masih berlaku"
"Universitas Winaya Mukti","Perencanaan Wilayah Dan Kota","S1","04","2411/SK/BAN-PT/Akred/S/VII/2019","2019","B","2024-07-16","Masih berlaku"
"Institut Studi Islam Fahmina (ISIF)","Pendidikan Agama Islam","S1","","2430/SK/BAN-PT/Akred/S/VII/2019","2019","B","2024-07-16","Masih berlaku"
"Universitas Islam Indonesia","Ilmu Komunikasi","S1","05","2387/SK/BAN-PT/Akred/S/VII/2019","2019","A","2024-07-16","Masih berlaku"
"Universitas Siliwangi","Agribinis","S1","","2404/SK/BAN-PT/Akred/S/VII/2019","2019","B","2024-07-16","Masih berlaku"
"Universitas Muhammadiyah Luwuk Banggai","Pendidikan  Bahasa Inggris","S1","16","2455/SK/BAN-PT/Akred/S/VII/2019","2019","C","2024-07-16","Masih berlaku"
"Universitas Lancang Kuning","Ilmu Administrasi Negara","S1","10","2399/SK/BAN-PT/Akred/S/VII/2019","2019","B","2024-07-16","Masih berlaku"
"Universitas Al-ghifari","Sastra Inggris","S1","04","2487/SK/BAN-PT/Akred/S/VII/2019","2019","C","2024-07-16","Masih berlaku"
"STMIK Methodist Binjai","Sistem Informasi","S1","01","2463/SK/BAN-PT/Akred/S/VII/2019","2019","C","2024-07-16","Masih berlaku"
"Universitas Teuku Umar","Agroteknologi","S1","","2428/SK/BAN-PT/Akred/S/VII/2019","2019","B","2024-07-16","Masih berlaku"
"ASMI Airlangga Balikpapan","Manajemen Perusahaan","D-III","11","2419/SK/BAN-PT/Akred/Dipl-III/VII/2019","2019","B","2024-07-16","Masih berlaku"
"Universitas Cenderawasih","Fisika","S1","","2412/SK/BAN-PT/Akred/S/VII/2019","2019","B","2024-07-16","Masih berlaku"
"Universitas Muslim Maros","Keuangan Dan Perbankan","D-III","09","2431/SK/BAN-PT/Akred/Dipl-III/VII/2019","2019","B","2024-07-16","Masih berlaku"
"STAI An-Nadwah Kuala Tungkal, Jambi","Ekonomi Syari'ah","S1","","2441/SK/BAN-PT/Akred/S/VII/2019","2019","B","2024-07-16","Masih berlaku"
"Politeknik Poliprofesi Medan","Teknik Komputer","D-III","01","2475/SK/BAN-PT/Akred/Dipl-III/VII/2019","2019","C","2024-07-16","Masih berlaku"
"Universitas Pramita Indonesia","Teknik Informatika","S1","04","2478/SK/BAN-PT/Akred/S/VII/2019","2019","C","2024-07-16","Masih berlaku"
"Universitas Khairun","Ilmu Tanah","S1","","2398/SK/BAN-PT/Akred/S/VII/2019","2019","B","2024-07-16","Masih berlaku"
"STT Kalam Mulia Bandung","Teologi (Akademik)","S1","","2469/SK/BAN-PT/Akred/S/VII/2019","2019","C","2024-07-16","Masih berlaku"
"Universitas Islam Bandung","Psikologi","S1","04","2389/SK/BAN-PT/Akred/S/VII/2019","2019","A","2024-07-16","Masih berlaku"
"STKIP Citra Bina Nusantara","Pendidikan Bahasa Inggris","S1","15","2471/SK/BAN-PT/Akred/S/VII/2019","2019","C","2024-07-16","Masih berlaku"
"STKIP Budidaya","Pendidikan Pancasila Dan Kewarganegaraan","S1","01","2479/SK/BAN-PT/Akred/S/VII/2019","2019","C","2024-07-16","Masih berlaku"
"Institut Teknologi Bandung","Logistik","S2","","2394/SK/BAN-PT/Akred/M/VII/2019","2019","B","2024-07-16","Masih berlaku"
"STMIK Dian Cipta Cendikia Kotabumi","Teknik Komputer","D-III","02","2472/SK/BAN-PT/Akred/Dipl-III/VII/2019","2019","C","2024-07-16","Masih berlaku"
"Universitas Mulawarman","Ilmu Manajemen Pendidikan","S3","","2485/SK/BAN-PT/Akred/D/VII/2019","2019","C","2024-07-16","Masih berlaku"
"Universitas Islam Negeri Sulthan Syarif Kasim","Manajemen Perusahaan","D-III","","2395/SK/BAN-PT/Akred/Dipl-III/VII/2019","2019","B","2024-07-16","Masih berlaku"
"Universitas Islam Negeri Sulthan Syarif Kasim","Administrasi Perpajakan","D-III","","2481/SK/BAN-PT/Akred/Dipl-III/VII/2019","2019","A","2024-07-16","Masih berlaku"
"Politeknik Negeri Nusa Utara","Sistem Informasi","D-III","","2462/SK/BAN-PT/Akred/Dipl-III/VII/2019","2019","C","2024-07-16","Masih berlaku"
"STT Bina Muda Wirawan Tangerang","Teologi","S1","","2448/SK/BAN-PT/Akred/S/VII/2019","2019","C","2024-07-16","Masih berlaku"
"Universitas Islam Negeri Sulthan Syarif Kasim","Pendidikan Matematika","S1","","2403/SK/BAN-PT/Akred/S/VII/2019","2019","B","2024-07-16","Masih berlaku"
"STT Injili Indonesia Medan","Pendidikan Agama Kristen","S1","","2439/SK/BAN-PT/Akred/S/VII/2019","2019","B","2024-07-16","Masih berlaku"
"Universitas Islam Negeri Sulthan Syarif Kasim","Pendidikan Guru Madrasah Ibtidaiyah","S2","","2452/SK/BAN-PT/Akred/M/VII/2019","2019","C","2024-07-16","Masih berlaku"
"Universitas Wiralodra","Manajemen Pendidikan","S2","04","2486/SK/BAN-PT/Akred/M/VII/2019","2019","B","2024-07-16","Masih berlaku"
"Akademi Pariwisata Indonesia Jakarta","Perhotelan","D-I","03","2483/SK/BAN-PT/Akred/Dipl-I/VII/2019","2019","A","2024-07-16","Masih berlaku"
"Politeknik Maritim AMI Makassar","Ketatalaksanaan Pelayaran Niaga Dan Kepel","D-III","09","2493/SK/BAN-PT/Akred/Dipl-III/VII/2019","2019","B","2024-07-16","Masih berlaku"
"Politeknik Kelautan Dan Perikanan Karawang","Teknik Pengolahan Produk Perikanan","D-III","","2442/SK/BAN-PT/Akred/Dipl-III/VII/2019","2019","B","2024-07-16","Masih berlaku"
"Institut Agama Islam Ibrahimy Genteng Banyuwangi","Hukum Keluarga Islam (Ahwal Syakhshiyah)","S1","","2405/SK/BAN-PT/Akred/S/VII/2019","2019","B","2024-07-16","Masih berlaku"
"Universitas Negeri Padang","Teknik Pertambangan","D-III","","2422/SK/BAN-PT/Akred/Dipl-III/VII/2019","2019","B","2024-07-16","Masih berlaku"
"Akademi Pariwisata BSI Bandung","Perhotelan","D-III","04","2423/SK/BAN-PT/Akred/Dipl-III/VII/2019","2019","B","2024-07-16","Masih berlaku"
"Universitas Islam Negeri Raden Fatah Palembang","Pendidikan Islam Anak Usia Dini","S1","","2491/SK/BAN-PT/Akred/S/VII/2019","2019","C","2024-07-16","Masih berlaku"
"Universitas 17 Agustus 1945 Surabaya","Manajemen","S2","07","2480/SK/BAN-PT/Akred/M/VII/2019","2019","A","2024-07-16","Masih berlaku"
"Institut Agama Islam Ibrahimy Genteng Banyuwangi","Perbankan Syariah","S1","","2459/SK/BAN-PT/Akred/S/VII/2019","2019","C","2024-07-16","Masih berlaku"
"Universitas Islam Negeri Alauddin","Perbankan Syariah","S1","","2434/SK/BAN-PT/Akred/S/VII/2019","2019","B","2024-07-16","Masih berlaku"
"Universitas Cenderawasih","Ilmu Ekonomi","S3","","2489/SK/BAN-PT/Akred/D/VII/2019","2019","C","2024-07-16","Masih berlaku"
"Sekolah Tinggi Ilmu Ekonomi Surakarta","Manajemen","S1","06","2406/SK/BAN-PT/Akred/S/VII/2019","2019","B","2024-07-16","Masih berlaku"
"Universitas Lampung","Perpustakaan","D-III","","2385/SK/BAN-PT/Akred/Dipl-III/VII/2019","2019","A","2024-07-16","Masih berlaku"
"Universitas Sam Ratulangi","Sosiologi","S1","","2488/SK/BAN-PT/Akred/S/VII/2019","2019","A","2024-07-16","Masih berlaku"
"Universitas Muhammadiyah Malang","Ekonomi Syariah","S1","07","2397/SK/BAN-PT/Akred/S/VII/2019","2019","B","2024-07-16","Masih berlaku"
"Universitas Widya Gama","Ilmu Hukum","S2","07","2417/SK/BAN-PT/Akred/M/VII/2019","2019","B","2024-07-16","Masih berlaku"
"Sekolah Tinggi Ilmu Ekonomi Kuala Kapuas","Manajemen","S1","11","2465/SK/BAN-PT/Akred/S/VII/2019","2019","C","2024-07-16","Masih berlaku"
"Politeknik Penerbangan Surabaya","Teknik Bangunan Dan Landasan","D-III","","2453/SK/BAN-PT/Akred/Dipl-III/VII/2019","2019","C","2024-07-16","Masih berlaku"
"Politeknik Penerbangan Surabaya","Komunikasi Penerbangan","D-III","","2429/SK/BAN-PT/Akred/Dipl-III/VII/2019","2019","B","2024-07-16","Masih berlaku"
"Universitas Papua","Sastra Inggris","S1","","2432/SK/BAN-PT/Akred/S/VII/2019","2019","B","2024-07-16","Masih berlaku"
"Universitas Muhammadiyah Sumatera Barat","Pendidikan Bahasa Arab","S1","10","2421/SK/BAN-PT/Akred/S/VII/2019","2019","B","2024-07-16","Masih berlaku"
"Universitas Pramita Indonesia","Akuntansi","S1","04","2409/SK/BAN-PT/Akred/S/VII/2019","2019","B","2024-07-16","Masih berlaku"
"Universitas Islam Negeri Raden Intan Lampung","Pendidikan Bahasa Arab","S2","","2443/SK/BAN-PT/Akred/M/VII/2019","2019","B","2024-07-16","Masih berlaku"
"Politeknik Praktisi Bandung","Akuntansi","D-III","04","2418/SK/BAN-PT/Akred/Dipl-III/VII/2019","2019","B","2024-07-16","Masih berlaku"
"Sekolah Tinggi Pariwisata Nusa Dua Bali","Pariwisata","S2","","2484/SK/BAN-PT/Akred/MT/VII/2019","2019","C","2024-07-16","Masih berlaku"
"Sekolah Tinggi Teologi Bethesda","Teologi (Akademik)","S1","","2451/SK/BAN-PT/Akred/S/VII/2019","2019","C","2024-07-16","Masih berlaku"
"Institut Teknologi Sains Bandung","Teknik Pertambangan","S1","04","2456/SK/BAN-PT/Akred/S/VII/2019","2019","C","2024-07-16","Masih berlaku"
"Sekolah Tinggi Manajemen Informatika Dan Komputer CIC","Manajemen Informatika","D-III","04","2454/SK/BAN-PT/Akred/Dipl-III/VII/2019","2019","C","2024-07-16","Masih berlaku"
"Universitas Ahmad Dahlan","Perbankan Syari'ah","S1","05","2444/SK/BAN-PT/Akred/S/VII/2019","2019","B","2024-07-16","Masih berlaku"
"Sekolah Tinggi Sosial Politik Waskita Darma","Ilmu Administrasi Negara","S1","07","2427/SK/BAN-PT/Akred/S/VII/2019","2019","B","2024-07-16","Masih berlaku"
"STAI Ma`arif Sarolangun","Ekonomi Syariah","S1","","2447/SK/BAN-PT/Akred/S/VII/2019","2019","C","2024-07-16","Masih berlaku"
"STIE Syari`ah Al-Mujaddid","Ekonomi Syariah","S1","","2425/SK/BAN-PT/Akred/S/VII/2019","2019","B","2024-07-16","Masih berlaku"
"STAI Bakti Negara Tegal","Pendidikan Islam Anak Usia Dini","S1","","2464/SK/BAN-PT/Akred/S/VII/2019","2019","C","2024-07-16","Masih berlaku"
"STAI Nahdlatul Ulama (STAINU), Purworejo, Jawa Tengah","Pendidikan Agama Islam","S1","","2477/SK/BAN-PT/Akred/S/VII/2019","2019","C","2024-07-16","Masih berlaku"
"Sekolah Tinggi Agama Hindu Shantika Dharma Malang","Pendidikan Agama Hindu","S1","","2396/SK/BAN-PT/Akred/S/VII/2019","2019","B","2024-07-16","Masih berlaku"
"Universitas Indo Global Mandiri","Pendidikan Bahasa Inggris","S1","02","2414/SK/BAN-PT/Akred/S/VII/2019","2019","B","2024-07-16","Masih berlaku"
"Universitas Andi Djemma Palopo","Teknik Sipil","S1","09","4007/SK/BAN-PT/Akred/S/X/2019","2019","B","2024-10-22","Masih berlaku"
"Universitas Negeri Manado","Arsitektur","S1","","3918/SK/BAN-PT/Akred/S/X/2019","2019","C","2024-10-15","Masih berlaku"
"Universitas PGRI Madiun","Pendidikan Teknik Elektro","S1","07","3913/SK/BAN-PT/Akred/S/X/2019","2019","B","2024-10-15","Masih berlaku"
"Universitas Setia Budi Surakarta","Teknik Kimia","S1","06","4146/SK/BAN-PT/Akred/S/X/2019","2019","B","2024-10-30","Masih berlaku"
"Universitas Darma Persada","Manajemen","S1","03","4167/SK/BAN-PT/Akred/S/X/2019","2019","B","2024-10-31","Masih berlaku"
"Sekolah Tinggi Ilmu Ekonomi Muhammadiyah Palopo","Ekonomi Pembangunan","S1","09","322/SK/BAN-PT/Ak-PPJ/S/I/2020","2020","B","-","Masih berlaku"
"Universitas Muria Kudus","Agroteknologi","S1","06","3977/SK/BAN-PT/Akred/S/X/2019","2019","B","2024-10-22","Masih berlaku"
"Politeknik Negeri Jakarta","Teknik Elektro","S2 Terapan","","2363/SK/BAN-PT/Akred/MT/VII/2019","2019","B","2024-07-10","Masih berlaku"
"Universitas Muhammadiyah Pare-pare","Bimbingan Dan Penyuluhan Islam","S1","09","2365/SK/BAN-PT/Akred/S/VII/2019","2019","C","2024-07-10","Masih berlaku"
"Universitas Muhammadiyah Sumatera Utara","Pendidikan Guru Sekolah Dasar","S1","01","2361/SK/BAN-PT/Akred/S/VII/2019","2019","B","2024-07-10","Masih berlaku"
"Sekolah Tinggi Bahasa Asing Saraswati","Sastra Inggris","S1","08","2353/SK/BAN-PT/Akred/S/VII/2019","2019","B","2024-07-10","Masih berlaku"
"Universitas Bung Hatta","Teknik Elektro","S1","10","2360/SK/BAN-PT/Akred/S/VII/2019","2019","B","2024-07-10","Masih berlaku"
"STIA-Lembaga Administrasi Negara Makassar","Administrasi Bisnis Sektor Publik","D-IV","","2362/SK/BAN-PT/Akred/Dipl-IV/VII/2019","2019","B","2024-07-10","Masih berlaku"
"Sekolah Tinggi Filsafat Seminari Pineleng","Ilmu Filsafat","S1","16","2352/SK/BAN-PT/Akred/S/VII/2019","2019","B","2024-07-10","Masih berlaku"
"Universitas Bina Sarana Informatika","Penyiaran","D-III","03","2356/SK/BAN-PT/Akred/Dipl-III/VII/2019","2019","B","2024-07-10","Masih berlaku"
"STAI Pelabuhan Ratu, Sukabumi","Pendidikan Agama Islam","S1","","2372/SK/BAN-PT/Akred/S/VII/2019","2019","C","2024-07-10","Masih berlaku"
"Institut Agama Islam Darul Da'wah Wal Irsyad Polewali Mandar","Bimbingan Dan Konseling Pendidikan Islam (BKPI)","S1","","2354/SK/BAN-PT/Akred/S/VII/2019","2019","B","2024-07-10","Masih berlaku"
"Universitas Pendidikan Indonesia","Psikologi Pendidikan","S2","","2355/SK/BAN-PT/Akred/M/VII/2019","2019","B","2024-07-10","Masih berlaku"
"Akademi Komunitas Dharma Bhakti Bangka","Akuntansi Usaha Kecil Dan Menengah","D-II","02","2367/SK/BAN-PT/Akred/Dipl-II/VII/2019","2019","C","2024-07-10","Masih berlaku"
"Universitas Merdeka Pasuruan","Manajemen","S1","07","2357/SK/BAN-PT/Akred/S/VII/2019","2019","B","2024-07-10","Masih berlaku"
"Universitas Amikom Yogyakarta","Kewirausahaan","S1","05","2371/SK/BAN-PT/Akred/S/VII/2019","2019","C","2024-07-10","Masih berlaku"
"Universitas Amikom Yogyakarta","Ekonomi","S1","05","2369/SK/BAN-PT/Akred/S/VII/2019","2019","C","2024-07-10","Masih berlaku"
"Universitas 17 Agustus 1945 Cirebon","Manajemen","S1","04","2358/SK/BAN-PT/Akred/S/VII/2019","2019","B","2024-07-10","Masih berlaku"
"Universitas Islam Negeri Sulthan Syarif Kasim","Sistem Informasi","S1","","2351/SK/BAN-PT/Akred/S/VII/2019","2019","B","2024-07-10","Masih berlaku"
"Universitas Muhammadiyah Tasikmalaya","Bimbingan Dan Konseling","S1","04","2370/SK/BAN-PT/Akred/S/VII/2019","2019","B","2024-07-10","Masih berlaku"
"Universitas Islam Negeri Sulthan Syarif Kasim","Psikologi","S1","","2368/SK/BAN-PT/Akred/S/VII/2019","2019","B","2024-07-10","Masih berlaku"
"Politeknik Kelautan Dan Perikanan Karawang","Teknik Penangkapan Ikan","D-III","","2364/SK/BAN-PT/Akred/Dipl-III/VII/2019","2019","B","2024-07-10","Masih berlaku"
"Universitas Internasional Semen Indonesia","Manajemen","S1","07","2359/SK/BAN-PT/Akred/S/VII/2019","2019","B","2024-07-10","Masih berlaku"
"STAI Asy-Syafi`iyah Nabire","Pendidikan Agama Islam","S1","","2373/SK/BAN-PT/Akred/S/VII/2019","2019","B","2024-07-10","Masih berlaku"
"Universitas Negeri Malang","Administrasi Pendidikan","S1","","3857/SK/BAN-PT/Akred/S/X/2019","2019","A","2024-10-15","Masih berlaku"
"Universitas Kuningan","Manajemen","S1","04","4037/SK/BAN-PT/Akred/S/X/2019","2019","A","2024-10-23","Masih berlaku"
"Universitas Negeri Makassar","Pendidikan Sejarah","S1","","3663/SK/BAN-PT/Akred/S/X/2019","2019","A","2024-10-09","Masih berlaku"
"Universitas Muhammadiyah Banjarmasin","Pendidikan Bahasa Indonesia","S1","11","2307/SK/BAN-PT/Akred/S/VII/2019","2019","C","2024-07-09","Masih berlaku"
"Universitas Khairun","Usaha Perjalanan Wisata","D-III","","2248/SK/BAN-PT/Akred/Dipl-III/VII/2019","2019","B","2024-07-09","Masih berlaku"
"Universitas Dharma Andalas","Teknik Sipil","S1","10","2292/SK/BAN-PT/Akred/S/VII/2019","2019","B","2024-07-09","Masih berlaku"
"Institut Ilmu Al-Qur`an (IIQ) Jakarta, Jakarta Selatan","Komunikasi Dan Penyiaran Islam","S1","","2293/SK/BAN-PT/Akred/S/VII/2019","2019","B","2024-07-09","Masih berlaku"
"Universitas Muhammadiyah Makassar","Pendidikan Biologi","S1","09","2296/SK/BAN-PT/Akred/S/VII/2019","2019","B","2024-07-09","Masih berlaku"
"Universitas Brawijaya","Manajemen Perhotelan","D-IV","","2279/SK/BAN-PT/Akred/Dipl-IV/VII/2019","2019","B","2024-07-09","Masih berlaku"
"Universitas Adiwangsa Jambi","Sistem Informasi","S1","10","2317/SK/BAN-PT/Akred/S/VII/2019","2019","C","2024-07-09","Masih berlaku"
"IAIN Bukittinggi","Komunikasi Dan Penyiaran Islam","S1","","2339/SK/BAN-PT/Akred/S/VII/2019","2019","C","2024-07-09","Masih berlaku"
"Universitas Surabaya","Ekonomi Pembangunan","S1","07","2240/SK/BAN-PT/Akred/S/VII/2019","2019","A","2024-07-09","Masih berlaku"
"Universitas Lancang Kuning","Pendidikan Guru Pendidikan Anak Usia Dini","S1","10","2252/SK/BAN-PT/Akred/S/VII/2019","2019","B","2024-07-09","Masih berlaku"
"IAIN Purwokerto","Tadris Bahasa Inggris","S1","","2300/SK/BAN-PT/Akred/S/VII/2019","2019","B","2024-07-09","Masih berlaku"
"Universitas Bina Nusantara","Pendidikan Guru Sekolah Dasar","S1","03","2256/SK/BAN-PT/Akred/S/VII/2019","2019","B","2024-07-09","Masih berlaku"
"Universitas Syiah Kuala","Teknik Mesin","S2","","2261/SK/BAN-PT/Akred/M/VII/2019","2019","B","2024-07-09","Masih berlaku"
"Universitas Gadjah Mada","Ekonomi Pertanian Dan Agribisnis","S1","","2231/SK/BAN-PT/Akred/S/VII/2019","2019","A","2024-07-09","Masih berlaku"
"Politeknik Negeri Banyuwangi","Agribisnis","D-IV","","2294/SK/BAN-PT/Akred/Dipl-IV/VII/2019","2019","B","2024-07-09","Masih berlaku"
"STMIK Widya Cipta Dharma","Manajemen Informatika","D-III","11","2315/SK/BAN-PT/Akred/Dipl-III/VII/2019","2019","C","2024-07-09","Masih berlaku"
"Universitas Islam Makassar","Administrasi Fiskal","S1","09","2285/SK/BAN-PT/Akred/S/VII/2019","2019","B","2024-07-09","Masih berlaku"
"Institut Sains Dan Teknologi Nasional","Teknik Mesin","D-III","03","2305/SK/BAN-PT/Akred/Dipl-III/VII/2019","2019","C","2024-07-09","Masih berlaku"
"Universitas Tanjungpura","Geofisika","S1","","2272/SK/BAN-PT/Akred/S/VII/2019","2019","B","2024-07-09","Masih berlaku"
"Universitas Gadjah Mada","Agronomi","S1","","2236/SK/BAN-PT/Akred/S/VII/2019","2019","A","2024-07-09","Masih berlaku"
"Universitas Lampung","Kehutanan","S1","","2242/SK/BAN-PT/Akred/S/VII/2019","2019","A","2024-07-09","Masih berlaku"
"Universitas Tama Jagakarsa","Teknik Sipil","S2","03","2299/SK/BAN-PT/Akred/M/VII/2019","2019","B","2024-07-09","Masih berlaku"
"Universitas Islam Negeri Sunan Kalijaga","Aqidah Dan Filsafat Islam","S2","","969/SK/BAN-PT/Akred/M/II/2021","2021","A","2026-02-23","Masih berlaku"
"Universitas Muhammadiyah Maluku Utara","Pendidikan Bahasa Inggris","S1","12","1010/SK/BAN-PT/Akred/S/II/2021","2021","B","2026-02-23","Masih berlaku"
"Akademi Maritim Suaka Bahari","Teknika","D-III","04","1000/SK/BAN-PT/Akred/Dipl-III/II/2021","2021","Baik Sekali","2026-02-23","Masih berlaku"
"Sekolah Tinggi Ilmu Pertanian Yapi Bone","Agribisnis","S1","09","1036/SK/BAN-PT/Akred/S/II/2021","2021","C","2026-02-23","Masih berlaku"
"Politeknik Keuangan Negara STAN","Akuntansi","D-III","","3114/SK/BAN-PT/Akred/Dipl-III/VIII/2017","2017","B","2022-08-29","Sedang dalam proses evaluasi untuk perpanjangan peringkat."
"Universitas Jember","Akuntansi","D-III","","3105/SK/BAN-PT/Akred/Dipl-III/VIII/2017","2017","A","2022-08-29","Sedang dalam proses evaluasi untuk perpanjangan peringkat."
"Universitas Asahan","Agroteknologi","S1","01","3106/SK/BAN-PT/Akred/S/VIII/2017","2017","B","2022-08-29","Sedang dalam proses evaluasi untuk perpanjangan peringkat."
"Institut Pertanian Bogor","Manajemen Pembangunan Daerah","S2","","3111/SK/BAN-PT/Akred/M/VIII/2017","2017","A","2022-08-29","Sedang dalam proses evaluasi untuk perpanjangan peringkat."
"Universitas Negeri Padang","Teknologi Pendidikan","S2","","3113/SK/BAN-PT/Akred/M/VIII/2017","2017","B","2022-08-29","Sedang dalam proses evaluasi untuk perpanjangan peringkat."
"Akademi Akuntansi Permata Harapan Batam","Akuntansi","D-III","10","3089/SK/BAN-PT/Akred/Dipl-III/VIII/2017","2017","C","2022-08-29","Sedang dalam proses evaluasi untuk perpanjangan peringkat."
"Sekolah Tinggi Manajemen Informatika Dan Komputer El Rahma","Sistem Informasi","S1","05","3092/SK/BAN-PT/Akred/S/VIII/2017","2017","C","2022-08-29","Sedang dalam proses evaluasi untuk perpanjangan peringkat."
"Universitas Hasyim Asy'ari Tebuireng Jombang","Ekonomi Islam","S1","07","3094/SK/BAN-PT/Akred/S/VIII/2017","2017","C","2022-08-29","Sedang dalam proses evaluasi untuk perpanjangan peringkat."
"Sekolah Tinggi Keguruan Dan Ilmu Pendidikan Muhammadiyah Bogor","Pendidikan Bahasa Inggris","S1","04","3096/SK/BAN-PT/Akred/S/VIII/2017","2017","B","2022-08-29","Sedang dalam proses evaluasi untuk perpanjangan peringkat."
"Universitas Pendidikan Indonesia","Pendidikan Dasar","S2","","3099/SK/BAN-PT/Akred/M/VIII/2017","2017","A","2022-08-29","Sedang dalam proses evaluasi untuk perpanjangan peringkat."
"Universitas Kristen Indonesia","Pendidikan Agama Kristen","S2","03","3102/SK/BAN-PT/Akred/M/VIII/2017","2017","B","2022-08-29","Sedang dalam proses evaluasi untuk perpanjangan peringkat."
"Universitas Pendidikan Indonesia","Pendidikan Kewarganegaraan","S3","","3103/SK/BAN-PT/Akred/D/VIII/2017","2017","A","2022-08-29","Sedang dalam proses evaluasi untuk perpanjangan peringkat."
"Universitas Islam Negeri Syarif Hidayatullah","Pendidikan Islam Anak Usia Dini","S1","","3170/SK/BAN-PT/Akred/S/IX/2017","2017","B","2022-09-05","3 hari lagi kadaluarsa"
"Universitas Negeri Jakarta","Pendidikan Jasmani, Kesehatan Dan Rekreasi","S1","","3171/SK/BAN-PT/Akred/S/IX/2017","2017","A","2022-09-05","3 hari lagi kadaluarsa"
"Sekolah Tinggi Ekonomi Syari`ah Islamic Village Tangerang","Perbankan Syariah","S1","","3172/SK/BAN-PT/Akred/S/IX/2017","2017","B","2022-09-05","3 hari lagi kadaluarsa"
